Hello.txt Symbols: 22  Words:  4  Lines:  2
What.txt Symbols: 102  Words:  16  Lines:  8
Hello.txt Symbols: 22  Words:  4  Lines:  2
Stats.dat Symbols: 133  Words:  21  Lines:  3
Stats.dat Symbols: 179  Words:  28  Lines:  4
Hello.txt Symbols: 22  Words:  4  Lines:  2
Hello1.txt Symbols: 1  Words:  0  Lines:  1
